student_id,age,gender,class_completed,state,city,school_type,socio_economic_status,internet_access,device_access,parental_education,extracurricular,quantitative_score,logical_score,verbal_score,creative_score,technical_score,suggested_stream,aggregate_percentage,top_recommended_course_1,top_recommended_course_2,recommended_career_1,recommended_career_2,prefers_government_college,simulated_govt_college_cutoff,scholarship_eligibility,dropout_risk_score,latitude,longitude,admission_year_predicted,admission_status_current,notifications_sent,seed_generated_on,assigned_college_id
STU202538801,18,Male,10,Chhattisgarh,CityH,Private,Upper-Middle,Yes,Smartphone,Graduate,Volunteering,60.3,68.5,61.6,51.3,77.3,Commerce,91.4,BBA,B.Com (Hons),Business Analyst,Banker,Yes,80.8,Merit-based,47,23.179731,79.059788,,Applied,5,2025-10-07 20:53:56,COLL0841
STU202538802,16,Female,10,Delhi,CityA,Private,Low,Yes,Smartphone,Postgraduate,Sports,58.3,54.3,76.7,91.1,95.9,Science (PCB),85.7,B.Sc Nursing,B.Sc (Microbiology),Pharmacist,Biotechnologist,No,63.7,Merit-based,48,24.080587,79.734947,,Not Applied,6,2025-10-07 20:53:56,COLL0258
STU202538803,15,Female,10,Telangana,CityJ,Private (Aided),Low,No,Smartphone,Professional,Internship,63.7,77.0,58.4,51.4,32.6,Commerce,76.4,BMS,BBA,Business Analyst,Banker,Yes,70.1,Need-based,54,22.368137,77.803391,,Not Applied,5,2025-10-07 20:53:56,COLL0785
STU202538804,19,Female,10,Gujarat,CityJ,Government,Lower-Middle,No,Computer,Graduate,Sports,64.6,63.0,62.9,67.7,73.7,Science (PCB),73.7,B.Sc (Microbiology),B.Sc (Biology),Pharmacist,Doctor,Yes,61.1,Need-based,66,21.507661,77.124934,,Accepted,0,2025-10-07 20:53:56,COLL0633
STU202538805,16,Male,10,Punjab,CityH,Private (Aided),Lower-Middle,Yes,Smartphone,No formal education,None,58.9,61.9,65.3,71.0,58.6,Commerce,50.2,CA Foundation,BMS,Accountant,Business Analyst,No,56.0,No,62,23.145698,79.229536,,Not Applied,6,2025-10-07 20:53:56,COLL0507
STU202538806,20,Female,10,Gujarat,CityE,Private,Middle,Yes,Computer,Primary,Sports,68.2,79.8,65.7,60.7,60.5,Science (PCM),85.4,Integrated M.Sc,B.Sc (Mathematics),Engineer,Data Scientist,Yes,73.5,Merit-based,53,21.715439,77.361383,,Applied,4,2025-10-07 20:53:56,COLL0057
STU202538807,17,Female,10,Uttar Pradesh,CityJ,Private,Low,Yes,None,Postgraduate,Sports,74.4,82.5,81.6,94.1,72.2,Science (PCM),75.9,Integrated M.Sc,B.Arch,Researcher,Architect,No,61.4,Need-based,57,19.995239,75.234944,,Not Applied,0,2025-10-07 20:53:56,COLL0004
STU202538808,20,Male,12,Rajasthan,CityJ,Government,Upper-Middle,Yes,None,Graduate,None,56.0,49.4,54.1,42.7,58.6,Mixed,60.7,Polytechnic,Diploma,Counselor,Junior Technician,Yes,67.9,No,65,21.208689,76.244524,2025.0,Accepted,11,2025-10-07 20:53:56,COLL0970
STU202538809,19,Male,12,West Bengal,CityB,Private (Aided),Lower-Middle,Yes,Smartphone,Primary,Volunteering,82.2,68.3,54.7,51.9,30.3,Science (PCM),78.3,B.Sc (Mathematics),B.Sc (Physics),Data Scientist,Researcher,No,72.0,Need-based,54,20.78006,75.689246,2025.0,Not Applied,0,2025-10-07 20:53:56,COLL0040
STU202538810,15,Female,10,Delhi,CityI,Private,Lower-Middle,Yes,Smartphone,Primary,None,70.8,73.6,40.3,35.8,12.1,Science (PCM),45.0,B.Sc (Physics),Integrated M.Sc,Architect,Data Scientist,No,68.8,No,69,23.758182,79.620244,,Not Applied,3,2025-10-07 20:53:56,COLL0830
STU202538811,15,Female,12,Kerala,CityJ,Government,Low,Yes,Shared Phone/Tablet,Graduate,None,100.0,76.8,35.6,36.3,46.0,Science (PCM),80.5,B.Tech/BE - Engineering,B.Arch,Data Scientist,Researcher,No,62.9,Need-based,61,22.070016,78.722105,2025.0,Applied,8,2025-10-07 20:53:56,COLL0666
STU202538812,16,Male,12,Tamil Nadu,CityA,Government,Lower-Middle,Yes,Computer,Secondary,Volunteering,64.9,56.1,55.4,37.6,62.9,Commerce,43.9,CA Foundation,BMS,Business Analyst,Banker,No,66.7,No,78,21.176335,76.797218,2025.0,Not Applied,0,2025-10-07 20:53:56,COLL0614
STU202538813,17,Male,12,Jharkhand,CityB,Private,Middle,No,Smartphone,Secondary,Arts,69.2,65.1,75.6,87.4,1.9,Commerce,71.4,BMS,B.Com,Banker,Entrepreneur,Yes,72.7,No,53,22.460136,77.757942,2025.0,Not Applied,12,2025-10-07 20:53:56,COLL0111
STU202538814,19,Male,10,Assam,CityI,Private,Low,Yes,Smartphone,Graduate,Volunteering,74.7,70.0,70.0,74.3,60.8,Science (PCM),65.2,B.Tech/BE - Engineering,Integrated M.Sc,Architect,Researcher,Yes,64.5,Need-based,42,22.659748,78.392445,,Waitlisted,9,2025-10-07 20:53:56,COLL0986
STU202538815,17,Female,12,Chhattisgarh,CityD,Private,Upper-Middle,Yes,Smartphone,Primary,None,38.5,25.1,72.3,83.2,73.3,Humanities,93.6,BA (Political Science),BA (Sociology),Journalist,Social Worker,Yes,69.2,Merit-based,51,23.56775,78.929855,2025.0,Not Applied,12,2025-10-07 20:53:56,COLL0956
STU202538816,15,Male,12,Rajasthan,CityI,Private,Low,Yes,Smartphone,Primary,Sports,63.1,69.7,66.6,63.3,5.8,Commerce,82.0,CA Foundation,B.Com (Hons),Business Analyst,Entrepreneur,No,68.9,Need-based,36,21.206672,76.602922,2025.0,Not Applied,6,2025-10-07 20:53:56,COLL0513
STU202538817,16,Female,12,Delhi,CityI,Private,High,Yes,Smartphone,Secondary,Arts,24.7,23.6,55.5,57.3,80.4,Vocational,54.6,Diploma (Hospitality),Diploma (Automobile),Retail Supervisor,Skilled Tradesperson,No,44.6,No,41,23.794,79.645519,2025.0,Not Applied,1,2025-10-07 20:53:56,COLL0023
STU202538818,19,Male,12,Bihar,CityH,Private,Low,Yes,Smartphone,Secondary,Debate,11.5,13.5,33.6,37.1,37.2,Science (PCM),45.9,B.Tech/BE - Engineering,B.Sc (Physics),Architect,Researcher,Yes,47.9,No,78,20.062725,75.38346,2025.0,Accepted,1,2025-10-07 20:53:56,COLL0729
STU202538819,16,Male,10,Bihar,CityD,Private,Lower-Middle,Yes,None,Primary,Internship,58.9,57.0,40.8,27.8,38.6,Vocational,51.8,ITI - Electrician,Diploma (Automobile),Hospitality Manager,Technician,Yes,37.8,No,67,20.083406,75.521697,,Applied,2,2025-10-07 20:53:56,COLL0660
STU202538820,15,Male,12,Haryana,CityE,Government,Upper-Middle,Yes,None,Secondary,Sports,40.4,35.4,70.3,81.2,18.5,Humanities,46.4,BA (History),BA (Sociology),Civil Services,Social Worker,Yes,56.9,No,89,23.657373,79.467876,2025.0,Applied,4,2025-10-07 20:53:56,COLL0985
STU202538821,18,Male,12,West Bengal,CityA,Government,Middle,Yes,Shared Phone/Tablet,Secondary,Coding Club,66.5,71.9,51.5,45.3,5.5,Science (PCM),82.5,Integrated M.Sc,B.Tech/BE - Engineering,Architect,Data Scientist,No,55.4,No,57,21.138158,75.605186,2025.0,Applied,3,2025-10-07 20:53:56,COLL0410
STU202538822,16,Female,10,Bihar,CityA,Private,Lower-Middle,Yes,Smartphone,Secondary,Internship,53.9,51.5,89.0,88.0,68.4,Commerce,61.8,B.Com,BMS,Accountant,Banker,Yes,71.8,Need-based,42,19.884414,75.733473,,Accepted,0,2025-10-07 20:53:56,COLL0805
STU202538823,15,Female,10,Maharashtra,CityF,Private (Aided),Upper-Middle,Yes,Smartphone,Graduate,Volunteering,55.2,51.4,64.2,77.3,0.7,Commerce,50.7,B.Com,BMS,Entrepreneur,Business Analyst,No,60.0,No,52,19.917946,75.411594,,Applied,8,2025-10-07 20:53:56,COLL0632
STU202538824,15,Male,10,Odisha,CityI,Private,Lower-Middle,Yes,Smartphone,Postgraduate,Coding Club,53.2,67.6,55.6,61.9,42.5,Commerce,93.6,BBA,B.Com,Entrepreneur,Business Analyst,Yes,80.7,Merit-based,29,21.62172,77.029302,,Accepted,12,2025-10-07 20:53:56,COLL0581
STU202538825,15,Male,10,Chhattisgarh,CityH,Private,Middle,No,Computer,Graduate,Sports,69.3,68.9,47.6,39.2,59.5,Science (PCM),88.8,B.Sc (Mathematics),B.Arch,Researcher,Architect,Yes,78.4,Merit-based,61,24.093768,80.03924,,Not Applied,11,2025-10-07 20:53:56,COLL0596
STU202538826,18,Female,10,Karnataka,CityD,Government,Middle,No,Smartphone,Secondary,Volunteering,58.1,60.8,83.3,96.6,35.0,Commerce,51.0,B.Com (Hons),B.Com,Accountant,Entrepreneur,No,64.2,No,54,21.515296,76.105139,,Not Applied,4,2025-10-07 20:53:56,COLL0185
STU202538827,20,Male,10,Chhattisgarh,CityJ,Government,Lower-Middle,Yes,Shared Phone/Tablet,Graduate,Sports,73.6,79.3,64.8,75.8,77.4,Science (PCM),77.3,B.Sc (Physics),B.Arch,Data Scientist,Engineer,Yes,67.4,Need-based,58,23.866534,79.564718,,Not Applied,0,2025-10-07 20:53:56,COLL0618
STU202538828,18,Male,10,Tamil Nadu,CityG,Government,Low,Yes,Computer,Graduate,Arts,49.3,41.5,71.1,84.2,33.8,Humanities,67.7,B.A. (Psychology),BJMC - Journalism,Social Worker,Teacher,Yes,64.3,Need-based,51,21.082321,76.562601,,Not Applied,9,2025-10-07 20:53:56,COLL0386
STU202538829,17,Female,12,Tamil Nadu,CityF,Private,Low,No,None,No formal education,Volunteering,58.5,65.7,28.7,28.1,45.9,Science (PCB),69.2,B.Sc (Biology),B.Sc (Microbiology),Pharmacist,Biotechnologist,Yes,67.3,Need-based,69,21.017021,76.161247,2025.0,Applied,7,2025-10-07 20:53:56,COLL0726
STU202538830,19,Female,12,Karnataka,CityH,Private,Middle,No,None,Secondary,Arts,54.6,49.8,48.0,42.0,55.2,Vocational,44.2,Certificate (Retail),Diploma (Hospitality),Retail Supervisor,Hospitality Manager,Yes,35.0,No,100,21.34794,77.256811,2025.0,Waitlisted,2,2025-10-07 20:53:56,COLL0395
STU202538831,15,Female,12,Bihar,CityJ,Government,Lower-Middle,Yes,Smartphone,No formal education,Coding Club,60.1,64.3,47.3,48.9,21.2,Vocational,52.5,Certificate (Retail),Diploma (Hospitality),Retail Supervisor,Hospitality Manager,No,56.9,No,44,20.217037,75.152638,2025.0,Applied,4,2025-10-07 20:53:56,COLL0114
STU202538832,20,Female,10,Maharashtra,CityC,Private (Aided),Middle,No,Smartphone,No formal education,None,81.4,65.0,90.5,100.0,78.0,Science (PCM),94.0,B.Sc (Physics),B.Sc (Mathematics),Engineer,Architect,Yes,70.4,Merit-based,66,19.755338,75.035234,,Applied,3,2025-10-07 20:53:56,COLL0765
STU202538833,17,Male,10,Chhattisgarh,CityD,Private,Middle,Yes,Smartphone,Secondary,Arts,77.0,61.6,43.8,52.3,23.5,Mixed,46.4,Foundation Courses,Polytechnic,Administrative Staff,Junior Technician,No,47.1,No,79,23.761515,79.407466,,Waitlisted,6,2025-10-07 20:53:56,COLL0194
STU202538834,18,Female,10,Maharashtra,CityI,Government,Lower-Middle,Yes,Smartphone,Graduate,Sports,90.8,84.7,77.8,100.0,77.8,Science (PCM),82.8,B.Sc (Physics),B.Arch,Data Scientist,Engineer,No,74.9,Need-based,64,20.556582,74.867118,,Waitlisted,3,2025-10-07 20:53:56,COLL0403
STU202538835,16,Male,12,West Bengal,CityD,Government,Upper-Middle,No,Smartphone,Secondary,None,43.3,57.5,64.5,59.8,53.3,Humanities,58.1,BJMC - Journalism,B.A. (Psychology),Journalist,Social Worker,Yes,61.2,No,70,20.449332,75.807273,2025.0,Not Applied,10,2025-10-07 20:53:56,COLL0867
STU202538836,17,Male,10,Uttar Pradesh,CityB,Private,Lower-Middle,No,Shared Phone/Tablet,Primary,Volunteering,60.6,67.0,52.3,41.5,61.3,Vocational,51.6,Diploma (Hospitality),Certificate (Retail),Retail Supervisor,Skilled Tradesperson,Yes,20.0,No,76,19.692449,75.216413,,Not Applied,6,2025-10-07 20:53:56,COLL0020
STU202538837,17,Male,12,Telangana,CityB,Government,Middle,Yes,Computer,Secondary,Internship,55.9,44.9,20.9,54.4,52.9,Vocational,98.6,ITI - Electrician,Diploma (Automobile),Skilled Tradesperson,Retail Supervisor,Yes,35.5,Merit-based,61,21.395532,77.876608,2025.0,Applied,3,2025-10-07 20:53:56,COLL0965
STU202538838,15,Female,10,Uttar Pradesh,CityI,Central (KVS/JNV),Middle,No,Computer,Graduate,None,48.5,69.9,97.3,96.4,79.9,Humanities,92.0,BA (Sociology),BJMC - Journalism,Social Worker,Civil Services,Yes,81.2,Merit-based,64,19.65379,75.286521,,Accepted,0,2025-10-07 20:53:56,COLL0798
STU202538839,19,Male,10,Madhya Pradesh,CityI,Central (KVS/JNV),Lower-Middle,No,None,Secondary,None,55.6,74.7,34.9,32.9,48.9,Humanities,82.5,B.A. (Psychology),BA (Sociology),Journalist,Teacher,No,69.5,Need-based,73,20.856149,76.384734,,Applied,6,2025-10-07 20:53:56,COLL0757
STU202538840,18,Female,10,Karnataka,CityA,Private,Low,No,Smartphone,Secondary,Volunteering,51.9,60.3,23.4,30.7,50.6,Humanities,66.9,BJMC - Journalism,B.A. (Psychology),Social Worker,Civil Services,No,66.2,Need-based,61,21.174278,76.697893,,Not Applied,6,2025-10-07 20:53:56,COLL0804
STU202538841,19,Male,10,Andhra Pradesh,CityB,Private,Middle,Yes,Computer,No formal education,Internship,56.7,49.1,35.0,37.1,13.3,Humanities,66.5,BA (Sociology),BA (History),Journalist,Civil Services,Yes,51.0,Need-based,34,21.742038,77.304094,,Not Applied,2,2025-10-07 20:53:56,COLL0065
STU202538842,18,Female,10,Gujarat,CityG,Government,Lower-Middle,Yes,Smartphone,Graduate,Internship,71.2,77.4,62.7,60.7,64.4,Science (PCM),89.6,Integrated M.Sc,B.Sc (Mathematics),Engineer,Data Scientist,Yes,65.0,Merit-based,54,20.946263,77.129388,,Applied,4,2025-10-07 20:53:56,COLL0057
STU202538843,19,Male,10,Haryana,CityD,Private,Low,No,Computer,Secondary,Coding Club,66.5,58.4,67.4,85.8,36.1,Commerce,71.8,B.Com,BMS,Accountant,Entrepreneur,Yes,71.4,Need-based,66,22.893972,78.911288,,Not Applied,6,2025-10-07 20:53:56,COLL0207
STU202538844,16,Female,10,Madhya Pradesh,CityG,Private,Lower-Middle,No,Smartphone,Graduate,Coding Club,55.4,55.8,71.2,63.9,60.1,Commerce,72.9,B.Com (Hons),CA Foundation,Business Analyst,Accountant,Yes,68.2,Need-based,55,20.893077,75.892726,,Waitlisted,12,2025-10-07 20:53:56,COLL0327
STU202538845,16,Female,12,Gujarat,CityG,Government,High,Yes,Smartphone,Secondary,Coding Club,49.8,50.1,56.4,76.9,19.2,Commerce,59.4,BMS,CA Foundation,Business Analyst,Entrepreneur,Yes,54.3,No,42,21.288919,76.89553,2025.0,Not Applied,9,2025-10-07 20:53:56,COLL0387
STU202538846,16,Male,12,Tamil Nadu,CityB,Private,Low,No,Computer,Graduate,Arts,39.0,42.8,68.4,56.7,39.4,Humanities,92.6,B.A. (Psychology),BA (History),Social Worker,Journalist,Yes,80.4,Merit-based,51,21.500553,75.540982,2025.0,Not Applied,0,2025-10-07 20:53:56,COLL0688
STU202538847,18,Female,12,Jharkhand,CityC,Private,Lower-Middle,No,Smartphone,Graduate,Debate,80.8,54.5,59.4,60.1,0.0,Commerce,68.0,B.Com (Hons),CA Foundation,Business Analyst,Entrepreneur,Yes,66.8,Need-based,60,22.436936,78.575196,2025.0,Not Applied,0,2025-10-07 20:53:56,COLL0674
STU202538848,16,Female,12,Andhra Pradesh,CityE,Private,Lower-Middle,Yes,Smartphone,Secondary,Internship,50.8,52.3,54.4,62.0,49.5,Science (PCM),47.7,Integrated M.Sc,B.Tech/BE - Engineering,Data Scientist,Engineer,Yes,46.6,No,68,21.561385,77.683159,2025.0,Not Applied,0,2025-10-07 20:53:56,COLL0891
STU202538849,17,Male,12,Rajasthan,CityA,Government,Upper-Middle,Yes,Computer,No formal education,Debate,46.6,45.6,78.8,81.8,72.3,Humanities,68.9,BA (History),BA (Political Science),Social Worker,Teacher,No,59.4,Need-based,52,21.685892,76.205386,2025.0,Waitlisted,5,2025-10-07 20:53:56,COLL0641
STU202538850,15,Male,10,Bihar,CityC,Private,Lower-Middle,Yes,Smartphone,Postgraduate,Arts,68.2,71.3,70.4,46.3,68.0,Science (PCM),61.8,Integrated M.Sc,B.Sc (Mathematics),Engineer,Data Scientist,Yes,58.7,Need-based,59,21.130254,75.217877,,Not Applied,5,2025-10-07 20:53:56,COLL0893
STU202538851,20,Male,10,Madhya Pradesh,CityC,Government,Upper-Middle,Yes,Computer,Secondary,Arts,39.8,39.7,77.3,53.2,72.9,Humanities,76.8,B.A. (Psychology),BJMC - Journalism,Journalist,Social Worker,Yes,52.7,No,50,20.408261,75.944837,,Applied,6,2025-10-07 20:53:56,COLL0377
STU202538852,17,Male,10,Gujarat,CityA,Private (Aided),Middle,Yes,Shared Phone/Tablet,Primary,Sports,89.1,97.7,70.8,76.3,5.6,Science (PCM),63.3,B.Sc (Physics),B.Arch,Data Scientist,Engineer,Yes,45.0,No,44,21.244551,77.215763,,Not Applied,8,2025-10-07 20:53:56,COLL0167
STU202538853,16,Male,10,Bihar,CityG,Private,High,Yes,Smartphone,Primary,Internship,90.3,93.5,40.5,30.8,34.0,Science (PCM),57.8,B.Tech/BE - Engineering,B.Sc (Physics),Architect,Researcher,No,60.6,No,47,20.564827,75.459579,,Accepted,10,2025-10-07 20:53:56,COLL0729
STU202538854,15,Male,10,Kerala,CityG,Private,Low,Yes,Computer,Secondary,Debate,68.1,86.3,64.0,52.0,31.5,Commerce,69.3,BBA,BMS,Business Analyst,Accountant,Yes,46.1,Need-based,50,22.286526,77.534572,,Not Applied,0,2025-10-07 20:53:56,COLL0194
STU202538855,15,Male,12,Jammu & Kashmir,CityA,Private,Middle,Yes,Smartphone,Postgraduate,Sports,45.5,40.8,72.7,59.9,79.4,Humanities,61.0,BJMC - Journalism,BA (History),Journalist,Civil Services,Yes,60.1,No,45,23.984869,79.451379,2025.0,Applied,7,2025-10-07 20:53:56,COLL0885
STU202538856,17,Female,12,Bihar,CityC,Government,Lower-Middle,Yes,Shared Phone/Tablet,Secondary,Volunteering,100.0,100.0,44.9,57.2,61.3,Science (PCM),58.1,B.Sc (Physics),Integrated M.Sc,Researcher,Engineer,No,63.1,No,56,20.559727,75.497759,2025.0,Not Applied,0,2025-10-07 20:53:56,COLL0044
STU202538857,19,Male,10,Gujarat,CityE,Government,Lower-Middle,No,Smartphone,Primary,None,61.9,58.4,26.5,32.6,33.3,Science (PCB),52.6,B.Sc Nursing,B.Sc (Biology),Doctor,Biotechnologist,Yes,63.3,No,54,21.503974,77.308449,,Waitlisted,8,2025-10-07 20:53:56,COLL0500
STU202538858,18,Male,12,Jammu & Kashmir,CityE,Private,Middle,No,Smartphone,Primary,Sports,55.7,46.0,99.9,100.0,55.9,Commerce,66.6,BMS,CA Foundation,Business Analyst,Accountant,Yes,58.2,Need-based,53,23.454005,79.917683,2025.0,Not Applied,9,2025-10-07 20:53:56,COLL0285
STU202538859,20,Male,10,Punjab,CityJ,Government,Lower-Middle,Yes,Computer,Secondary,Volunteering,55.5,49.7,58.5,63.8,59.7,Commerce,91.3,BMS,B.Com,Banker,Entrepreneur,No,71.5,Merit-based,40,22.503456,78.304206,,Accepted,3,2025-10-07 20:53:56,COLL0975
STU202538860,17,Female,10,Uttar Pradesh,CityE,Private,Upper-Middle,Yes,Smartphone,Primary,Debate,83.7,90.4,39.1,37.6,66.5,Science (PCM),73.5,B.Sc (Physics),Integrated M.Sc,Architect,Engineer,No,68.2,Need-based,47,20.34968,74.581616,,Not Applied,1,2025-10-07 20:53:56,COLL0051
STU202538861,17,Male,10,Bihar,CityD,Private,Lower-Middle,Yes,Smartphone,Secondary,None,26.4,23.3,37.7,30.7,52.4,Science (PCB),76.7,B.Sc (Biology),MBBS/MBBS (NEET track),Clinical Researcher,Biotechnologist,Yes,60.0,Need-based,50,20.224456,75.588504,,Not Applied,3,2025-10-07 20:53:56,COLL0031
STU202538862,19,Male,12,Haryana,CityB,Private,Upper-Middle,Yes,Smartphone,No formal education,Internship,97.0,95.5,59.2,58.0,81.6,Science (PCM),68.2,B.Sc (Physics),B.Arch,Researcher,Architect,No,63.5,Need-based,42,23.122177,79.299486,2025.0,Applied,4,2025-10-07 20:53:56,COLL0704
STU202538863,19,Female,12,West Bengal,CityH,Central (KVS/JNV),Lower-Middle,Yes,Smartphone,Primary,Sports,84.0,75.2,34.7,17.5,62.0,Science (PCM),57.7,B.Sc (Physics),B.Sc (Mathematics),Engineer,Data Scientist,Yes,74.8,No,46,20.567411,75.660131,2025.0,Not Applied,5,2025-10-07 20:53:56,COLL0237
STU202538864,17,Male,12,Haryana,CityH,Government,Low,Yes,Computer,No formal education,Debate,47.4,40.1,38.0,47.0,35.5,Mixed,78.8,Diploma,Integrated programs,Junior Technician,Administrative Staff,Yes,62.8,Need-based,50,23.276752,78.853998,2025.0,Waitlisted,8,2025-10-07 20:53:56,COLL0344
STU202538865,17,Female,10,Jharkhand,CityB,Private (Aided),Middle,Intermittent,Smartphone,Graduate,Volunteering,62.7,65.9,41.8,66.1,72.5,Science (PCB),66.3,B.Sc (Biology),MBBS/MBBS (NEET track),Pharmacist,Biotechnologist,Yes,70.3,No,46,22.164069,78.308691,,Not Applied,7,2025-10-07 20:53:56,COLL0950
STU202538866,16,Male,10,Maharashtra,CityG,Private,Lower-Middle,Yes,None,No formal education,Volunteering,40.8,25.1,61.8,68.1,66.6,Humanities,49.9,BA (Sociology),B.A. (Psychology),Social Worker,Civil Services,No,65.4,No,78,19.960954,74.893475,,Not Applied,11,2025-10-07 20:53:56,COLL0247
STU202538867,20,Male,12,Delhi,CityC,Private (Aided),Lower-Middle,Yes,Smartphone,Primary,Sports,44.7,47.9,75.0,74.8,59.0,Humanities,56.5,BJMC - Journalism,BA (Political Science),Teacher,Social Worker,Yes,48.2,No,46,23.71328,79.60604,2025.0,Accepted,12,2025-10-07 20:53:56,COLL0193
STU202538868,19,Female,10,Haryana,CityC,Government,Middle,Yes,Smartphone,Graduate,Internship,46.3,48.9,86.5,69.0,43.2,Humanities,65.9,BA (Political Science),BA (Sociology),Civil Services,Teacher,No,54.9,No,59,23.088884,79.631893,,Not Applied,9,2025-10-07 20:53:56,COLL0766
STU202538869,18,Female,12,Bihar,CityH,Private,Middle,Yes,Computer,Secondary,Internship,55.3,42.7,51.6,47.1,57.5,Commerce,94.4,B.Com,CA Foundation,Business Analyst,Entrepreneur,Yes,76.4,Merit-based,45,20.607511,75.702902,2025.0,Applied,7,2025-10-07 20:53:56,COLL0805
STU202538870,17,Male,10,Telangana,CityI,Private,Middle,Yes,Smartphone,Primary,None,45.5,53.3,61.8,62.3,66.7,Humanities,73.6,BA (History),BA (Sociology),Teacher,Journalist,Yes,59.3,Need-based,50,22.39362,77.756173,,Applied,5,2025-10-07 20:53:56,COLL0495
STU202538871,20,Female,12,Maharashtra,CityF,Private (Aided),Middle,Yes,Smartphone,Primary,Volunteering,46.7,59.6,30.6,38.3,17.4,Humanities,75.4,BA (Sociology),B.A. (Psychology),Civil Services,Teacher,Yes,71.5,Need-based,53,20.118011,75.504323,2025.0,Not Applied,1,2025-10-07 20:53:56,COLL0304
STU202538872,20,Male,12,Chhattisgarh,CityC,Private,Lower-Middle,Yes,Smartphone,Secondary,Internship,55.3,41.4,88.6,85.0,36.7,Commerce,53.7,BMS,B.Com,Business Analyst,Entrepreneur,Yes,48.5,No,49,23.154005,79.531504,2025.0,Not Applied,7,2025-10-07 20:53:56,COLL0770
STU202538873,19,Female,10,Chhattisgarh,CityI,Private,Middle,Yes,Smartphone,Secondary,Internship,45.3,48.4,71.1,75.7,89.8,Humanities,81.0,BA (Political Science),B.A. (Psychology),Civil Services,Social Worker,Yes,51.6,No,55,23.538385,79.600549,,Not Applied,11,2025-10-07 20:53:56,COLL0646
STU202538874,17,Male,12,Jammu & Kashmir,CityF,Private,Low,Yes,Smartphone,Graduate,Volunteering,66.0,79.0,86.1,93.8,45.5,Commerce,35.7,BBA,CA Foundation,Entrepreneur,Banker,Yes,49.9,No,67,24.323933,79.435161,,Not Applied,2,2025-10-07 20:53:56,COLL0285
STU202538875,19,Female,12,Bihar,CityJ,Private,Lower-Middle,No,Smartphone,Graduate,Coding Club,52.2,58.3,56.5,53.3,20.3,Commerce,58.5,BMS,BBA,Accountant,Entrepreneur,Yes,67.6,No,55,20.059143,75.131182,2025.0,Applied,5,2025-10-07 20:53:56,COLL0805
STU202538876,17,Female,10,Karnataka,CityA,Private (Aided),Middle,Yes,Smartphone,Primary,Arts,46.7,65.6,48.1,52.4,100.0,Vocational,65.6,Diploma (Automobile),ITI - Electrician,Hospitality Manager,Technician,Yes,44.8,Need-based,50,21.455017,77.230604,,Waitlisted,6,2025-10-07 20:53:56,COLL0278
STU202538877,20,Male,12,Uttar Pradesh,CityB,Government,Lower-Middle,Yes,Smartphone,Graduate,Sports,54.8,59.6,73.3,54.7,60.9,Commerce,70.0,CA Foundation,BMS,Banker,Business Analyst,Yes,61.1,Need-based,43,19.726217,75.150398,2025.0,Not Applied,2,2025-10-07 20:53:56,COLL0055
STU202538878,15,Male,10,Uttar Pradesh,CityB,Private,Low,Yes,Smartphone,Primary,Internship,58.6,60.3,43.3,48.7,52.7,Mixed,64.3,Foundation Courses,Diploma,Counselor,Junior Technician,Yes,47.9,Need-based,53,19.720694,74.772642,,Not Applied,12,2025-10-07 20:53:56,COLL0477
STU202538879,17,Female,12,Tamil Nadu,CityB,Private,Lower-Middle,No,Smartphone,Graduate,Sports,55.6,54.6,64.1,71.3,57.5,Commerce,51.7,B.Com,CA Foundation,Banker,Accountant,Yes,55.4,No,65,20.491,76.462355,2025.0,Not Applied,1,2025-10-07 20:53:56,COLL0152
STU202538880,16,Male,10,Andhra Pradesh,CityF,Private,Lower-Middle,No,Computer,Graduate,Debate,48.6,31.6,56.0,51.0,48.2,Vocational,55.6,Diploma (Automobile),Diploma (Hospitality),Retail Supervisor,Hospitality Manager,Yes,38.0,No,78,22.088358,77.140197,,Applied,8,2025-10-07 20:53:56,COLL0226
STU202538881,20,Male,12,Kerala,CityB,Private,Low,Yes,Shared Phone/Tablet,Graduate,Debate,52.2,55.6,21.4,33.8,66.3,Mixed,72.2,Foundation Courses,Diploma,Counselor,Administrative Staff,No,66.0,Need-based,50,22.485117,77.696396,2025.0,Not Applied,10,2025-10-07 20:53:56,COLL0429
STU202538882,17,Male,12,Assam,CityE,Private,Lower-Middle,Yes,Shared Phone/Tablet,Primary,Internship,64.5,72.0,32.5,47.0,50.4,Commerce,47.7,B.Com (Hons),BMS,Business Analyst,Accountant,No,43.8,No,76,22.678654,78.565197,2025.0,Not Applied,3,2025-10-07 20:53:56,COLL0280
STU202538883,15,Male,10,Chhattisgarh,CityI,Private (Aided),Middle,Yes,Computer,Secondary,Internship,57.3,54.0,81.3,86.0,86.2,Science (PCB),67.0,B.Sc Nursing,B.Sc (Biology),Doctor,Biotechnologist,No,64.0,No,51,23.698243,79.560581,,Not Applied,7,2025-10-07 20:53:56,COLL0551
STU202538884,18,Male,10,Madhya Pradesh,CityF,Private,Low,No,Smartphone,Secondary,Sports,75.1,73.6,55.9,63.3,43.7,Science (PCM),76.7,Integrated M.Sc,B.Arch,Researcher,Architect,No,67.6,Need-based,45,20.603376,75.787885,,Applied,12,2025-10-07 20:53:56,COLL0682
